pr_number,pr_author_login,reviewer_login,review_state,review_submitted_at,pr_merged,pr_merged_at,pr_created_at
48849,Twixes,greptile-apps,COMMENTED,2026-02-24T19:47:18Z,False,,2026-02-23T23:55:15Z
48849,Twixes,Twixes,COMMENTED,2026-02-24T19:47:56Z,False,,2026-02-23T23:55:15Z
48673,mendral-app,rafaeelaudibert,APPROVED,2026-02-24T22:43:31Z,True,2026-02-24T23:14:12Z,2026-02-21T21:46:46Z
48658,salmanmkc,copilot-pull-request-reviewer,COMMENTED,2026-02-21T09:16:51Z,False,,2026-02-21T09:12:46Z
48658,salmanmkc,rafaeelaudibert,APPROVED,2026-02-24T23:00:55Z,False,,2026-02-21T09:12:46Z
48977,mendral-app,andrewm4894,APPROVED,2026-02-24T20:21:38Z,False,,2026-02-24T20:20:37Z
48795,Twixes,greptile-apps,COMMENTED,2026-02-23T17:45:23Z,False,,2026-02-23T17:41:18Z
48761,ablaszkiewicz,copilot-pull-request-reviewer,COMMENTED,2026-02-23T15:28:48Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48761,ablaszkiewicz,hpouillot,COMMENTED,2026-02-23T16:07:05Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48761,ablaszkiewicz,ablaszkiewicz,COMMENTED,2026-02-23T17:54:20Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48761,ablaszkiewicz,ablaszkiewicz,COMMENTED,2026-02-23T17:55:06Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48761,ablaszkiewicz,hpouillot,COMMENTED,2026-02-23T18:02:05Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48761,ablaszkiewicz,ablaszkiewicz,COMMENTED,2026-02-23T19:49:56Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48761,ablaszkiewicz,hpouillot,APPROVED,2026-02-24T22:03:12Z,True,2026-02-24T23:08:09Z,2026-02-23T15:24:05Z
48903,Twixes,graphite-app,COMMENTED,2026-02-24T13:01:09Z,False,,2026-02-24T12:56:51Z
48903,Twixes,graphite-app,COMMENTED,2026-02-24T14:11:58Z,False,,2026-02-24T12:56:51Z
48903,Twixes,graphite-app,COMMENTED,2026-02-24T23:03:14Z,False,,2026-02-24T12:56:51Z
48954,matheus-vb,haacked,APPROVED,2026-02-24T18:10:54Z,False,,2026-02-24T18:08:05Z
48659,salmanmkc,greptile-apps,COMMENTED,2026-02-21T09:16:40Z,False,,2026-02-21T09:13:16Z
48659,salmanmkc,copilot-pull-request-reviewer,COMMENTED,2026-02-21T09:16:52Z,False,,2026-02-21T09:13:16Z
48420,TueHaulund,github-advanced-security,COMMENTED,2026-02-19T09:49:18Z,False,,2026-02-19T09:46:04Z
48420,TueHaulund,TueHaulund,COMMENTED,2026-02-19T10:08:22Z,False,,2026-02-19T09:46:04Z
48420,TueHaulund,greptile-apps,COMMENTED,2026-02-22T20:42:41Z,False,,2026-02-19T09:46:04Z
48420,TueHaulund,ksvat,COMMENTED,2026-02-24T22:27:41Z,False,,2026-02-19T09:46:04Z
48420,TueHaulund,ksvat,COMMENTED,2026-02-24T22:35:53Z,False,,2026-02-19T09:46:04Z
48420,TueHaulund,ksvat,COMMENTED,2026-02-24T22:45:21Z,False,,2026-02-19T09:46:04Z
48773,ReeceJones,greptile-apps,COMMENTED,2026-02-23T16:16:42Z,False,,2026-02-23T16:11:34Z
48773,ReeceJones,graphite-app,COMMENTED,2026-02-23T19:31:41Z,False,,2026-02-23T16:11:34Z
48773,ReeceJones,rafaeelaudibert,APPROVED,2026-02-24T22:39:52Z,False,,2026-02-23T16:11:34Z
48916,sakce,greptile-apps,COMMENTED,2026-02-24T14:28:22Z,True,2026-02-24T22:39:47Z,2026-02-24T14:18:23Z
48916,sakce,graphite-app,COMMENTED,2026-02-24T14:30:16Z,True,2026-02-24T22:39:47Z,2026-02-24T14:18:23Z
48916,sakce,rafaeelaudibert,APPROVED,2026-02-24T22:38:33Z,True,2026-02-24T22:39:47Z,2026-02-24T14:18:23Z
48887,gantoine,rafaeelaudibert,APPROVED,2026-02-24T22:39:26Z,False,,2026-02-24T11:24:08Z
48846,adboio,rafaeelaudibert,APPROVED,2026-02-24T22:38:53Z,False,,2026-02-23T23:06:26Z
48981,fercgomes,greptile-apps,COMMENTED,2026-02-24T20:47:16Z,False,,2026-02-24T20:44:12Z
48981,fercgomes,rafaeelaudibert,APPROVED,2026-02-24T22:38:15Z,False,,2026-02-24T20:44:12Z
48959,Twixes,greptile-apps,COMMENTED,2026-02-24T18:53:05Z,False,,2026-02-24T18:51:35Z
48959,Twixes,rafaeelaudibert,APPROVED,2026-02-24T22:37:32Z,False,,2026-02-24T18:51:35Z
48494,pauldambra,adamleithp,APPROVED,2026-02-19T19:07:10Z,False,,2026-02-19T17:39:15Z
48494,pauldambra,graphite-app,COMMENTED,2026-02-20T14:44:09Z,False,,2026-02-19T17:39:15Z
48494,pauldambra,github-actions,COMMENTED,2026-02-20T17:40:44Z,False,,2026-02-19T17:39:15Z
48493,pauldambra,adamleithp,APPROVED,2026-02-19T19:07:24Z,False,,2026-02-19T17:39:13Z
48493,pauldambra,graphite-app,COMMENTED,2026-02-19T19:08:00Z,False,,2026-02-19T17:39:13Z
48492,pauldambra,chatgpt-codex-connector,COMMENTED,2026-02-19T17:43:22Z,False,,2026-02-19T17:39:11Z
48492,pauldambra,adamleithp,APPROVED,2026-02-19T19:07:53Z,False,,2026-02-19T17:39:11Z
48951,gantoine,greptile-apps,COMMENTED,2026-02-24T18:07:11Z,False,,2026-02-24T18:05:29Z
48522,gustavohstrassburger,greptile-apps,COMMENTED,2026-02-20T14:48:28Z,False,,2026-02-19T21:12:27Z
48522,gustavohstrassburger,copilot-pull-request-reviewer,COMMENTED,2026-02-20T14:50:42Z,False,,2026-02-19T21:12:27Z
47859,webjunkie,skoob13,COMMENTED,2026-02-16T10:34:47Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,webjunkie,COMMENTED,2026-02-17T10:51:30Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,github-advanced-security,COMMENTED,2026-02-17T11:50:52Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,skoob13,APPROVED,2026-02-23T10:06:10Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,greptile-apps,COMMENTED,2026-02-24T09:21:42Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,chatgpt-codex-connector,COMMENTED,2026-02-24T09:26:35Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,copilot-pull-request-reviewer,COMMENTED,2026-02-24T09:31:54Z,False,,2026-02-13T11:02:23Z
47859,webjunkie,github-advanced-security,COMMENTED,2026-02-24T18:47:20Z,False,,2026-02-13T11:02:23Z
48895,webjunkie,copilot-pull-request-reviewer,COMMENTED,2026-02-24T12:18:14Z,True,2026-02-24T22:14:34Z,2026-02-24T12:15:15Z
48895,webjunkie,gantoine,APPROVED,2026-02-24T16:35:04Z,True,2026-02-24T22:14:34Z,2026-02-24T12:15:15Z
48895,webjunkie,Piccirello,APPROVED,2026-02-24T19:11:07Z,True,2026-02-24T22:14:34Z,2026-02-24T12:15:15Z
48491,pauldambra,chatgpt-codex-connector,COMMENTED,2026-02-19T17:43:24Z,True,2026-02-24T22:13:59Z,2026-02-19T17:39:09Z
48491,pauldambra,adamleithp,APPROVED,2026-02-19T19:10:30Z,True,2026-02-24T22:13:59Z,2026-02-19T17:39:09Z
48491,pauldambra,copilot-pull-request-reviewer,COMMENTED,2026-02-23T09:50:34Z,True,2026-02-24T22:13:59Z,2026-02-19T17:39:09Z
47485,webjunkie,github-advanced-security,COMMENTED,2026-02-18T16:20:57Z,False,,2026-02-10T15:20:10Z
47485,webjunkie,github-advanced-security,COMMENTED,2026-02-24T11:34:06Z,False,,2026-02-10T15:20:10Z
48963,charlescook-ph,greptile-apps,COMMENTED,2026-02-24T19:23:58Z,False,,2026-02-24T19:18:50Z
48963,charlescook-ph,dmarticus,COMMENTED,2026-02-24T20:38:58Z,False,,2026-02-24T19:18:50Z
48474,rnegron,greptile-apps,COMMENTED,2026-02-19T16:28:28Z,False,,2026-02-19T16:26:30Z
48984,oliverb123,greptile-apps,COMMENTED,2026-02-24T21:29:49Z,False,,2026-02-24T21:27:35Z
48984,oliverb123,copilot-pull-request-reviewer,COMMENTED,2026-02-24T21:32:55Z,False,,2026-02-24T21:27:35Z
48519,lricoy,lricoy,COMMENTED,2026-02-24T19:14:44Z,False,,2026-02-19T20:45:07Z
48519,lricoy,greptile-apps,COMMENTED,2026-02-24T21:38:13Z,False,,2026-02-19T20:45:07Z
48519,lricoy,lricoy,COMMENTED,2026-02-24T21:38:22Z,False,,2026-02-19T20:45:07Z
48519,lricoy,lricoy,COMMENTED,2026-02-24T21:40:26Z,False,,2026-02-19T20:45:07Z
48519,lricoy,chatgpt-codex-connector,COMMENTED,2026-02-24T21:40:53Z,False,,2026-02-19T20:45:07Z
48519,lricoy,lricoy,COMMENTED,2026-02-24T21:41:28Z,False,,2026-02-19T20:45:07Z
48519,lricoy,lricoy,COMMENTED,2026-02-24T22:04:13Z,False,,2026-02-19T20:45:07Z
48987,mendral-app,webjunkie,APPROVED,2026-02-24T21:56:49Z,True,2026-02-24T22:00:49Z,2026-02-24T21:34:41Z
48864,rodrigoi,greptile-apps,COMMENTED,2026-02-24T21:57:01Z,False,,2026-02-24T04:35:04Z
48864,rodrigoi,graphite-app,COMMENTED,2026-02-24T21:58:44Z,False,,2026-02-24T04:35:04Z
48983,MattBro,greptile-apps,COMMENTED,2026-02-24T21:14:20Z,False,,2026-02-24T21:11:50Z
48986,Twixes,greptile-apps,COMMENTED,2026-02-24T21:32:15Z,False,,2026-02-24T21:30:27Z
48986,Twixes,graphite-app,COMMENTED,2026-02-24T21:35:21Z,False,,2026-02-24T21:30:27Z
48936,a-lider,greptile-apps,COMMENTED,2026-02-24T16:47:05Z,False,,2026-02-24T16:40:05Z
48936,a-lider,ReeceJones,APPROVED,2026-02-24T21:36:38Z,False,,2026-02-24T16:40:05Z
48677,sampennington,greptile-apps,COMMENTED,2026-02-24T13:51:04Z,False,,2026-02-22T09:29:15Z
48677,sampennington,graphite-app,COMMENTED,2026-02-24T13:52:22Z,False,,2026-02-22T09:29:15Z
48677,sampennington,sampennington,COMMENTED,2026-02-24T13:54:02Z,False,,2026-02-22T09:29:15Z
48677,sampennington,graphite-app,COMMENTED,2026-02-24T14:02:23Z,False,,2026-02-22T09:29:15Z
48677,sampennington,graphite-app,COMMENTED,2026-02-24T14:12:18Z,False,,2026-02-22T09:29:15Z
48677,sampennington,sampennington,COMMENTED,2026-02-24T14:16:05Z,False,,2026-02-22T09:29:15Z
48689,rafaeelaudibert,graphite-app,COMMENTED,2026-02-24T00:00:01Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48689,rafaeelaudibert,rafaeelaudibert,COMMENTED,2026-02-24T00:01:55Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48689,rafaeelaudibert,graphite-app,COMMENTED,2026-02-24T00:32:32Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48689,rafaeelaudibert,fercgomes,COMMENTED,2026-02-24T00:53:10Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48689,rafaeelaudibert,fercgomes,APPROVED,2026-02-24T00:53:35Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48689,rafaeelaudibert,rafaeelaudibert,COMMENTED,2026-02-24T01:03:27Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48689,rafaeelaudibert,hpouillot,APPROVED,2026-02-24T09:06:50Z,True,2026-02-24T21:29:59Z,2026-02-22T20:57:12Z
48651,nickbest-ph,greptile-apps,COMMENTED,2026-02-21T00:51:29Z,False,,2026-02-21T00:48:39Z
48651,nickbest-ph,matheus-vb,COMMENTED,2026-02-23T23:25:39Z,False,,2026-02-21T00:48:39Z
48651,nickbest-ph,haacked,COMMENTED,2026-02-24T00:54:41Z,False,,2026-02-21T00:48:39Z
48651,nickbest-ph,graphite-app,COMMENTED,2026-02-24T21:26:37Z,False,,2026-02-21T00:48:39Z
48411,aspicer,greptile-apps,COMMENTED,2026-02-23T17:22:11Z,False,,2026-02-19T08:27:59Z
48411,aspicer,vdekrijger,APPROVED,2026-02-24T08:01:51Z,False,,2026-02-19T08:27:59Z
48980,andrewm4894,greptile-apps,COMMENTED,2026-02-24T20:44:29Z,False,,2026-02-24T20:41:59Z
48980,andrewm4894,chatgpt-codex-connector,COMMENTED,2026-02-24T20:44:45Z,False,,2026-02-24T20:41:59Z
48980,andrewm4894,Radu-Raicea,COMMENTED,2026-02-24T20:45:36Z,False,,2026-02-24T20:41:59Z
48980,andrewm4894,Radu-Raicea,APPROVED,2026-02-24T20:46:08Z,False,,2026-02-24T20:41:59Z
48980,andrewm4894,andrewm4894,COMMENTED,2026-02-24T20:46:38Z,False,,2026-02-24T20:41:59Z
48980,andrewm4894,andrewm4894,COMMENTED,2026-02-24T20:47:17Z,False,,2026-02-24T20:41:59Z
48980,andrewm4894,graphite-app,COMMENTED,2026-02-24T21:18:02Z,False,,2026-02-24T20:41:59Z
48838,MattBro,github-advanced-security,COMMENTED,2026-02-23T22:40:51Z,False,,2026-02-23T22:37:44Z
48838,MattBro,rafaeelaudibert,CHANGES_REQUESTED,2026-02-24T18:58:21Z,False,,2026-02-23T22:37:44Z
48838,MattBro,graphite-app,COMMENTED,2026-02-24T19:06:13Z,False,,2026-02-23T22:37:44Z
48838,MattBro,rafaeelaudibert,COMMENTED,2026-02-24T20:27:07Z,False,,2026-02-23T22:37:44Z
48967,richardsolomou,greptile-apps,COMMENTED,2026-02-24T19:39:19Z,False,,2026-02-24T19:35:24Z
48653,dmarticus,greptile-apps,COMMENTED,2026-02-21T01:17:23Z,True,2026-02-24T20:58:31Z,2026-02-21T01:13:46Z
48653,dmarticus,gustavohstrassburger,APPROVED,2026-02-24T14:24:27Z,True,2026-02-24T20:58:31Z,2026-02-21T01:13:46Z
48516,gustavohstrassburger,greptile-apps,COMMENTED,2026-02-19T20:22:18Z,False,,2026-02-19T20:14:51Z
48516,gustavohstrassburger,copilot-pull-request-reviewer,COMMENTED,2026-02-19T20:23:59Z,False,,2026-02-19T20:14:51Z
48516,gustavohstrassburger,dmarticus,APPROVED,2026-02-24T20:58:00Z,False,,2026-02-19T20:14:51Z
48857,rafaeelaudibert,greptile-apps,COMMENTED,2026-02-24T20:27:28Z,False,,2026-02-24T02:40:40Z
48857,rafaeelaudibert,graphite-app,COMMENTED,2026-02-24T20:44:58Z,False,,2026-02-24T02:40:40Z
48857,rafaeelaudibert,graphite-app,COMMENTED,2026-02-24T20:48:41Z,False,,2026-02-24T02:40:40Z
48579,ablaszkiewicz,greptile-apps,COMMENTED,2026-02-24T17:00:07Z,False,,2026-02-20T12:10:30Z
48579,ablaszkiewicz,copilot-pull-request-reviewer,COMMENTED,2026-02-24T17:04:11Z,False,,2026-02-20T12:10:30Z
48579,ablaszkiewicz,graphite-app,COMMENTED,2026-02-24T20:15:51Z,False,,2026-02-20T12:10:30Z
48938,danielcarletti,danielcarletti,COMMENTED,2026-02-24T16:52:23Z,False,,2026-02-24T16:49:43Z
48938,danielcarletti,github-advanced-security,COMMENTED,2026-02-24T16:53:04Z,False,,2026-02-24T16:49:43Z
48938,danielcarletti,greptile-apps,COMMENTED,2026-02-24T16:53:18Z,False,,2026-02-24T16:49:43Z
48938,danielcarletti,danielcarletti,COMMENTED,2026-02-24T17:19:44Z,False,,2026-02-24T16:49:43Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-12T09:17:22Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,github-advanced-security,COMMENTED,2026-02-12T09:20:26Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,github-advanced-security,COMMENTED,2026-02-13T11:28:04Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,greptile-apps,COMMENTED,2026-02-16T09:16:00Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,graphite-app,COMMENTED,2026-02-16T09:34:54Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,webjunkie,COMMENTED,2026-02-16T11:41:13Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,MarconLP,COMMENTED,2026-02-17T12:58:52Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-17T14:10:46Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-17T14:11:05Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,adboio,COMMENTED,2026-02-18T19:14:41Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-23T12:37:23Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-23T12:41:02Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-23T13:27:36Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,Piccirello,CHANGES_REQUESTED,2026-02-23T18:08:01Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-23T18:40:49Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-23T18:41:22Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,Piccirello,COMMENTED,2026-02-23T22:05:24Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,Piccirello,COMMENTED,2026-02-23T22:08:24Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-24T09:47:44Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-24T09:47:50Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,graphite-app,COMMENTED,2026-02-24T09:57:07Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,graphite-app,COMMENTED,2026-02-24T10:29:49Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-24T11:09:15Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-24T11:09:20Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,graphite-app,COMMENTED,2026-02-24T14:53:11Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,veryayskiy,COMMENTED,2026-02-24T15:06:22Z,False,,2026-02-12T08:05:31Z
47678,veryayskiy,Piccirello,COMMENTED,2026-02-24T20:46:41Z,False,,2026-02-12T08:05:31Z
48973,gustavohstrassburger,copilot-pull-request-reviewer,COMMENTED,2026-02-24T20:09:33Z,False,,2026-02-24T19:58:27Z
48975,scheduled-actions-posthog,greptile-apps,COMMENTED,2026-02-24T20:09:42Z,True,2026-02-24T20:22:59Z,2026-02-24T20:06:38Z
48975,scheduled-actions-posthog,Radu-Raicea,APPROVED,2026-02-24T20:12:03Z,True,2026-02-24T20:22:59Z,2026-02-24T20:06:38Z
48817,aspicer,andyzzhao,COMMENTED,2026-02-23T22:41:03Z,True,2026-02-24T20:17:50Z,2026-02-23T20:12:17Z
48817,aspicer,andyzzhao,COMMENTED,2026-02-23T23:23:30Z,True,2026-02-24T20:17:50Z,2026-02-23T20:12:17Z
48817,aspicer,andyzzhao,APPROVED,2026-02-23T23:34:15Z,True,2026-02-24T20:17:50Z,2026-02-23T20:12:17Z
48817,aspicer,mariusandra,APPROVED,2026-02-24T08:36:15Z,True,2026-02-24T20:17:50Z,2026-02-23T20:12:17Z
48817,aspicer,rorylshanks,APPROVED,2026-02-24T20:08:12Z,True,2026-02-24T20:17:50Z,2026-02-23T20:12:17Z
48817,aspicer,orian,APPROVED,2026-02-24T20:08:26Z,True,2026-02-24T20:17:50Z,2026-02-23T20:12:17Z
48972,haacked,copilot-pull-request-reviewer,COMMENTED,2026-02-24T19:56:34Z,True,2026-02-24T20:11:35Z,2026-02-24T19:54:19Z
48972,haacked,greptile-apps,COMMENTED,2026-02-24T19:59:29Z,True,2026-02-24T20:11:35Z,2026-02-24T19:54:19Z
48972,haacked,dmarticus,APPROVED,2026-02-24T20:07:35Z,True,2026-02-24T20:11:35Z,2026-02-24T19:54:19Z
48952,fercgomes,rafaeelaudibert,COMMENTED,2026-02-24T18:10:32Z,True,2026-02-24T20:08:16Z,2026-02-24T18:05:41Z
48952,fercgomes,rafaeelaudibert,APPROVED,2026-02-24T18:11:03Z,True,2026-02-24T20:08:16Z,2026-02-24T18:05:41Z
48806,dmarticus,greptile-apps,COMMENTED,2026-02-23T18:36:31Z,False,,2026-02-23T18:32:25Z
48806,dmarticus,graphite-app,COMMENTED,2026-02-23T18:37:08Z,False,,2026-02-23T18:32:25Z
48806,dmarticus,havenbarnes,APPROVED,2026-02-23T20:20:54Z,False,,2026-02-23T18:32:25Z
48806,dmarticus,haacked,COMMENTED,2026-02-24T01:22:57Z,False,,2026-02-23T18:32:25Z
48806,dmarticus,dmarticus,COMMENTED,2026-02-24T20:04:19Z,False,,2026-02-23T18:32:25Z
48806,dmarticus,dmarticus,COMMENTED,2026-02-24T20:04:36Z,False,,2026-02-23T18:32:25Z
48623,pauldambra,greptile-apps,COMMENTED,2026-02-20T17:29:58Z,False,,2026-02-20T17:25:56Z
48623,pauldambra,chatgpt-codex-connector,COMMENTED,2026-02-20T17:30:45Z,False,,2026-02-20T17:25:56Z
